rotifer_0.001_2x_25.hist	86142052	3284385	622362	235350	130083	80895	60888	29914	24766	28332	33047	23149	8886	4911	4853	7022	11137	14867	2364	1286	833	1096	5208	1523	1301	4162	6405	2061	686	342	100	28	10	0	0	0	6267	3417	682	36	11	3	0	0	0	0	0	0	0	4171
rotifer_0.001_1x_25.hist	86024541	2769302	528563	217134	106276	63904	25652	22913	34610	39593	46183	23906	9177	5072	2623	1133	1796	2396	5045	12417	11883	3712	1607	469	26	13	2	4	4917	2457	727	215	85	8	8485	529	151	81	15	0	0	0	0	0	0	0	0	0	0	7112
rotifer_0.01_2x_25.hist	90693521	2242093	450501	165706	92389	57742	56996	28002	13786	15770	18394	19293	7406	4093	2738	3961	6282	8385	1978	1076	697	488	2320	4511	3544	1968	443	141	46	22	5	0	511	1532	4112	256	72	38	6	0	0	0	0	0	0	1152	1802	599	198	118
rotifer_0.01_8x_20.hist	90424184	2214389	411270	162904	79359	49832	48681	23916	32747	18324	9337	10550	12595	6961	4234	6126	5195	2163	1532	3772	4221	1318	576	1119	2392	2690	606	194	2316	1157	341	100	193	579	2582	160	45	23	3	1348	448	182	96	35	788	448	200	65	20	843
rotifer_0.001_8x_23.hist	85961833	3013365	589434	228901	115279	71988	54170	48389	32550	28615	22410	12061	16768	10805	9196	4613	7317	9767	3476	1961	3704	5405	2341	1012	2161	4654	1050	337	702	3619	1071	317	529	1586	2338	145	40	21	2936	162	53	20	379	2050	340	112	49	15	4	1973
rotifer_0.0_4x_20.hist	86879584	3414528	634695	249975	125284	77134	59104	52796	50681	25846	12513	14139	19656	17910	9267	2947	3792	5061	10655	8120	5266	1644	711	431	921	2948	6542	2105	700	349	102	29	1368	4105	2238	138	38	20	3	798	1814	742	393	146	23	6	1874	1431	476	284
rotifer_0.001_8x_20.hist	86252830	3137683	596552	233803	115706	72781	72233	35488	33636	36521	17681	11772	16366	12705	6573	8440	6905	3876	8160	4442	2880	899	3598	6995	410	368	876	2335	3337	1667	493	145	196	588	4427	275	78	41	887	1956	651	265	140	51	1035	662	295	97	31	1641
rotifer_0.01_2x_23.hist	90961266	2206408	458094	166747	93875	58985	66762	42374	16683	9379	10939	12361	16907	9345	4834	1537	1739	2321	4885	5413	3510	1096	473	137	160	511	1217	3245	3873	1935	572	169	66	6	1	0	0	1096	2991	165	54	21	10	2	0	0	0	0	0	2713
rotifer_0.0_4x_25.hist	85496213	3317070	596939	242223	115655	73163	75732	58874	23180	24024	28023	23676	9088	7688	9538	13418	7734	3221	1911	4703	8883	4035	1747	510	1049	3356	5009	1612	536	267	578	1156	4163	479	151	8	1	0	3604	2073	690	281	148	54	8	1	0	0	378	3497
rotifer_0.001_4x_23.hist	86443300	3187699	586080	234406	113688	71695	78847	38737	27243	31165	29050	14326	5499	8798	10915	14498	8356	3481	1704	4195	7922	4249	1840	537	693	2219	5282	2017	671	334	98	28	2970	3155	1002	61	16	8	0	2822	1283	524	277	103	16	4	0	0	0	3618
