sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.001_4x_HiSeq2500L150R.hist	57959031	14486263	2410491	1023643	556165	342258	215230	150982	228061	203258	98412	48533	39059	64492	80017	73422	42324	17634	7767	19117	36110	59117	25616	7494	9036	28914	6528	2101	3664	51307	16508	4904	1960	225	70	3	0	24163	28107	1560	519	211	111	40	5	0	0	0	0	40930	110154208
moss_0.001_1x_25.hist	52549544	10919436	1905215	812224	446289	276565	223715	109913	99460	113782	132723	149976	77787	42999	22250	7078	7838	10463	22027	54220	102414	43527	18860	5517	323	178	39	11	2	0	11156	22312	65719	7580	2410	149	42	21	3	0	0	0	0	0	0	0	0	0	0	55700	109491920
moss_0.001_4x_novaseq_profR.hist	53791531	7600242	1630407	679438	348561	216159	224167	200245	160062	81630	64847	73277	84851	46904	24270	28706	45533	60785	9669	12598	23796	38958	26186	7661	3127	10006	15308	4928	23989	11993	3552	1054	420	47	27594	3886	1116	607	120	5	6293	11361	6029	2260	375	124	54	17	4	20555	102379557
moss_0.01_2x_HiSeq2500L150R.hist	69247139	9913131	1701518	695071	382308	237057	202223	99354	54800	62690	73125	82631	101134	55906	28928	9203	7847	10475	22051	54280	35208	11001	4766	1393	2313	7401	17614	14919	4972	2485	735	217	85	8	40167	2509	720	391	77	3	0	0	0	0	0	0	0	0	0	33663	106715265
moss_0.0_8x_HiSeq2500L150R.hist	56037009	22585406	4352012	1653713	931007	585004	506370	248786	198200	226740	197986	97641	52296	86349	107136	78531	45269	20777	43742	31447	59399	18561	12122	23570	50366	29183	6588	2120	27885	42249	12517	3718	1486	170	26929	35476	10198	5561	1111	60	19	6	3060	41906	6983	2326	1042	346	114	67	100406236
moss_0.001_8x_25.hist	54766368	6513212	1494889	598038	308901	194598	205773	161839	161235	82228	78634	83122	34817	57488	45504	25848	41000	41248	26544	14450	20194	33059	20324	5946	7268	23257	10119	3257	3646	19899	5895	1750	3571	10713	12493	779	223	120	11308	4867	1621	663	351	12372	2061	686	306	101	32	14207	98661288
moss_0.01_2x_20.hist	66796029	8800388	1527075	631313	342964	211038	148338	72879	96771	110705	116017	57216	21965	18885	23430	33904	53779	62678	9970	5427	3519	1098	3804	7397	15806	41346	9335	3005	1000	499	146	42	16	0	774	29017	8341	4548	908	49	15	5	1	0	0	0	0	0	0	26914	104729148
moss_0.0_4x_HiSeq2500L150R.hist	55237162	16945483	2699159	1150652	632205	391760	288419	141703	166250	190189	182856	90179	34621	49948	61972	89677	51695	21538	8920	21956	41472	67664	29320	8578	1198	3834	9125	24334	54366	27182	8052	2391	955	109	33	1	0	39851	23387	1298	431	175	92	33	4	0	0	0	0	45943	115088846
moss_0.0_1x_23.hist	51373690	10988828	1919145	821425	456508	284790	308535	151587	62025	70955	82767	93525	130028	131087	67833	21582	12440	5182	2830	6966	13157	21539	102309	63166	3714	2062	464	148	48	23	5	0	18129	54388	17304	1080	309	167	32	0	0	0	0	0	0	0	0	0	0	55631	107713709
moss_0.01_4x_25.hist	66048495	5920446	1264142	520570	256858	161495	186684	166761	65661	64529	75270	72296	27755	31633	39248	27510	26717	35666	5673	8499	16054	26282	11876	3474	1498	4795	11412	14510	4835	2416	715	211	4809	14427	6655	414	118	63	11	2609	8961	3671	1947	729	120	39	16	4	0	15317	101578912
