sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
rotifer_0.01_4x_MiSeqv3L250R.hist	90694710	2235082	414248	163254	79965	50053	52551	39748	15650	14106	16454	17551	6737	3723	4618	6682	8064	3359	589	1449	2737	4480	3002	877	80	257	611	1630	2972	1485	439	129	50	4	0	1206	2156	1175	234	12	3	0	0	0	785	260	115	37	11	1858
rotifer_0.001_2x_novaseq_profR.hist	86137565	3212284	598463	233779	123569	74633	43411	38778	58574	31186	15098	7445	6497	10727	13309	15687	9042	3766	598	863	1630	2667	12670	5353	313	173	38	11	2	0	6997	2829	1130	129	40	1	0	0	0	2373	2390	978	518	193	31	9	3	0	0	3691
rotifer_0.01_4x_novaseq_profR.hist	90302770	2281612	399322	162493	76942	48581	52618	37435	14739	15822	18454	15375	5902	4553	5648	8173	5508	2294	1270	3127	4985	1557	673	863	1844	3328	750	240	79	38	2771	1843	736	83	25	0	0	2427	484	25	7	2	0	0	84	1639	733	243	80	47
rotifer_0.01_8x_20.hist	90379753	2255407	416436	164864	80006	50335	54475	26913	27235	13889	16200	12422	6996	8516	4748	6870	4287	1785	3757	3735	2422	755	3060	894	956	3059	1234	396	131	142	3075	912	364	41	12	2017	578	314	61	2	190	1158	613	229	37	11	4	0	0	1688
rotifer_0.001_2x_20.hist	87040393	3347787	660860	244338	136848	85745	90768	44595	17558	19770	23060	26057	15109	8351	6275	9079	14401	5999	953	732	1383	2263	10749	6502	381	210	46	14	3	0	7856	2333	932	106	32	1	0	0	1996	2686	894	365	193	71	10	2	0	0	0	4447
rotifer_0.001_2x_23.hist	86737945	3198565	603218	238660	115457	72886	78288	38463	26292	30077	35083	17301	6641	5323	6604	9556	15156	8365	1329	723	851	1392	6615	11962	702	389	86	26	7	2	607	1213	8053	928	294	17	4	1	0	0	0	683	3272	1226	203	66	28	8	1	2652
rotifer_0.001_8x_novaseq_profR.hist	86040365	2938305	587125	226619	114325	71645	50642	45237	39926	22813	19352	21867	8394	10820	11945	5454	8651	3603	3221	7201	4670	1458	2155	4190	3096	1719	627	1671	2105	1051	1110	2220	887	101	406	2726	782	426	84	379	581	1681	891	333	54	17	6	1264	679	406
rotifer_0.0_8x_novaseq_profR.hist	85393851	3071047	611921	236591	119080	74663	51352	45871	45135	23018	19666	22221	12164	8806	10925	9629	5550	3752	7899	4911	3185	1328	6310	3766	220	661	1573	4194	1428	713	595	1189	2396	1579	501	30	7	3266	652	35	10	180	2147	804	133	43	18	5	614	1823
rotifer_0.001_4x_20.hist	87342388	3498910	627261	242762	130415	79664	43254	38637	52556	26802	12976	12172	16923	20606	10662	3391	2592	3460	7284	8752	5676	1772	1069	2077	4439	4288	967	310	102	50	2985	2755	1101	126	39	3702	1063	579	114	5	0	1419	1231	460	75	24	9	2	0	3262
rotifer_0.0_8x_23.hist	85433119	3136242	621549	239980	121059	75820	54193	48409	42156	21498	23416	21296	8175	9872	12248	8376	4827	5761	7728	4206	2727	1528	7258	2858	536	1716	983	2621	2631	1314	388	114	2216	2465	783	47	12	1217	2619	144	47	18	1344	857	141	46	19	5	1798	1173
