sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
moss_0.001_1x_HiSeq2500L150R.hist	64906587	11857366	2763484	1003828	527208	337692	260020	232272	350850	253706	122837	60579	23257	15768	19564	28309	44903	59944	99556	54201	35156	10985	4759	1391	80	43	8	1	75259	70403	20859	6196	2477	284	89	4	0	0	0	0	0	0	0	0	0	0	0	0	0	83791
moss_0.0_1x_HiSeq2500L150R.hist	63691554	11721659	2726740	987769	556918	354939	338516	302391	356966	182052	88144	43469	16997	28063	34819	50384	79918	106688	50493	27490	17830	5570	2413	705	833	2666	6344	16918	100150	50074	14835	4407	1761	202	63	2	0	0	0	0	0	0	0	0	0	0	0	0	0	88401
moss_0.001_8x_25.hist	54580151	6576419	1505018	604428	310149	195553	219134	145002	170063	86731	74958	84702	32518	48952	60736	24929	32535	43432	20292	19715	37239	11636	10472	20361	20248	11248	3075	8200	18574	9286	2750	816	13614	8110	2579	160	374	16376	3274	180	59	23	9972	8142	1356	451	201	66	21	14579
moss_0.0_4x_HiSeq2500L150R.hist	58600182	12362798	2286507	961411	516394	315410	274773	245450	197649	100800	92980	105066	89072	49238	30291	43832	69525	51920	8259	7589	14334	23466	85148	24914	1464	812	182	57	31837	43784	12972	3853	1540	176	55	2	0	2716	46872	2603	866	354	187	69	10	2	0	0	0	38068
moss_0.01_1x_MiSeqv3L250R.hist	63080876	9076181	1346977	578552	324692	203671	317964	156219	61510	31390	36615	41374	57521	94976	49146	15636	9013	5485	11548	28424	53690	18253	7908	2313	135	74	15	4	0	0	23639	30046	12017	1385	439	26	6	2	0	0	0	0	0	0	0	0	0	0	0	38160
moss_0.0_1x_25.hist	51027285	9874987	1794111	767764	426452	265960	304334	149522	62062	70998	82816	93581	130105	105287	54482	17334	9991	4162	4459	10976	20732	33941	112662	32965	1938	1075	241	76	24	11	2	0	16063	48190	22933	1432	410	223	43	1	0	0	0	0	0	0	0	0	0	51463
moss_0.001_4x_25.hist	53434085	8010826	1635880	690315	368119	225122	205272	183366	188756	96265	57129	64555	89750	54357	28127	28987	45979	20973	20705	50966	35991	11246	4872	6320	13505	43216	9757	3141	1046	522	9985	19969	18099	2086	663	40	10	4	6554	16449	5482	2245	2845	1065	176	57	24	7	1	23896
moss_0.001_1x_MiSeqv3L250R.hist	53141554	10318573	1830123	781529	431500	268169	252220	123918	60351	69041	80533	91002	126519	115040	59529	18940	10917	4547	6972	17161	32415	53068	57499	16824	988	548	122	38	11	4	21799	43598	29040	3349	1064	65	17	8	0	0	0	0	0	0	0	0	0	0	0	62461
moss_0.01_4x_MiSeqv3L250R.hist	65917905	7099806	1325454	558264	296008	179187	128262	114574	166512	84920	41115	32075	44594	73631	38100	12122	18742	25019	36552	19899	12907	4032	4429	8611	18400	17812	4021	1293	430	214	9141	15648	6258	720	228	13	2	0	11728	8542	2846	1165	617	230	37	11	4	0	0	17148
moss_0.001_8x_23.hist	54906882	6787677	1549152	625397	317625	200396	230550	162910	152447	83554	97463	67578	33991	56124	58706	20962	33250	44387	28973	15773	21094	34533	17402	5091	7750	24801	13752	4427	1474	12975	15540	4616	1845	211	17129	2402	689	375	15143	840	279	113	3854	10783	1796	597	266	87	28	15520
